Plant Code,Product ID
PLANT_06,1600046
PLANT_06,1600072
PLANT_06,1600119
PLANT_06,1600006
PLANT_06,1600081
PLANT_06,1600059
PLANT_06,1600029
PLANT_06,1600140
PLANT_06,1600172
PLANT_06,1600171
PLANT_06,1600012
PLANT_06,1600056
PLANT_06,1600060
PLANT_06,1600195
PLANT_06,1600039
PLANT_06,1600190
PLANT_06,1600052
PLANT_06,1600083
PLANT_06,1600164
PLANT_06,1600129
PLANT_06,1600185
PLANT_06,1600106
PLANT_06,1600076
PLANT_06,1600050
PLANT_06,1600181
PLANT_06,1600143
PLANT_06,1600170
PLANT_06,1600191
PLANT_06,1600044
PLANT_06,1600009
PLANT_06,1600099
PLANT_06,1600139
PLANT_06,1600109
PLANT_06,1600177
PLANT_06,1600019
PLANT_06,1600100
PLANT_06,1600018
PLANT_06,1600023
PLANT_07,1600001
PLANT_07,1600107
PLANT_07,1600063
PLANT_07,1600117
PLANT_07,1600186
PLANT_07,1600164
PLANT_07,1600111
PLANT_07,1600013
PLANT_07,1600091
PLANT_07,1600194
PLANT_07,1600177
PLANT_07,1600057
PLANT_07,1600104
PLANT_07,1600075
PLANT_07,1600145
PLANT_07,1600022
PLANT_07,1600178
PLANT_07,1600189
PLANT_07,1600168
PLANT_07,1600128
PLANT_07,1600021
PLANT_07,1600050
PLANT_07,1600148
PLANT_07,1600084
PLANT_07,1600132
PLANT_07,1600155
PLANT_07,1600048
PLANT_07,1600066
PLANT_07,1600039
PLANT_07,1600014
PLANT_07,1600165
PLANT_07,1600162
PLANT_07,1600114
PLANT_07,1600167
PLANT_07,1600082
PLANT_07,1600028
PLANT_07,1600152
PLANT_07,1600139
PLANT_07,1600141
PLANT_07,1600175
PLANT_07,1600153
PLANT_07,1600085
PLANT_07,1600056
PLANT_07,1600172
PLANT_07,1600144
PLANT_07,1600127
PLANT_07,1600096
PLANT_07,1600088
PLANT_07,1600015
PLANT_07,1600100
PLANT_07,1600060
PLANT_07,1600045
PLANT_07,1600143
PLANT_07,1600135
PLANT_07,1600126
PLANT_07,1600054
PLANT_07,1600070
PLANT_07,1600131
PLANT_07,1600092
PLANT_07,1600199
PLANT_07,1600098
PLANT_07,1600151
PLANT_07,1600161
PLANT_07,1600108
PLANT_07,1600071
PLANT_07,1600115
PLANT_07,1600134
PLANT_07,1600078
PLANT_07,1600090
PLANT_07,1600138
PLANT_07,1600130
PLANT_07,1600174
PLANT_07,1600026
PLANT_07,1600176
PLANT_07,1600121
PLANT_07,1600047
PLANT_07,1600038
PLANT_07,1600067
PLANT_07,1600093
PLANT_07,1600083
PLANT_07,1600003
PLANT_07,1600068
PLANT_07,1600188
PLANT_07,1600192
PLANT_07,1600173
PLANT_07,1600051
PLANT_07,1600072
PLANT_07,1600124
PLANT_07,1600198
PLANT_08,1600135
PLANT_08,1600155
PLANT_08,1600160
PLANT_08,1600161
PLANT_08,1600056
PLANT_08,1600163
PLANT_08,1600051
PLANT_08,1600071
PLANT_08,1600086
PLANT_08,1600044
PLANT_08,1600057
PLANT_08,1600097
PLANT_08,1600089
PLANT_08,1600002
PLANT_08,1600101
PLANT_08,1600129
PLANT_08,1600169
PLANT_08,1600010
PLANT_08,1600053
PLANT_08,1600063
PLANT_08,1600190
PLANT_08,1600050
PLANT_08,1600162
PLANT_08,1600199
PLANT_08,1600177
PLANT_08,1600067
PLANT_08,1600042
PLANT_08,1600144
PLANT_08,1600103
PLANT_08,1600043
PLANT_08,1600109
PLANT_08,1600148
PLANT_08,1600073
PLANT_08,1600168
PLANT_08,1600047
PLANT_08,1600122
PLANT_08,1600140
PLANT_08,1600059
PLANT_08,1600069
PLANT_08,1600033
PLANT_08,1600133
PLANT_08,1600077
PLANT_08,1600107
PLANT_08,1600009
PLANT_08,1600016
PLANT_08,1600171
PLANT_08,1600180
PLANT_08,1600004
PLANT_08,1600189
PLANT_08,1600175
PLANT_08,1600027
PLANT_08,1600108
PLANT_08,1600023
PLANT_08,1600019
PLANT_08,1600192
PLANT_08,1600115
PLANT_08,1600076
PLANT_08,1600034
PLANT_08,1600091
PLANT_08,1600094
PLANT_08,1600021
PLANT_08,1600152
PLANT_08,1600090
PLANT_08,1600170
PLANT_08,1600125
PLANT_08,1600104
PLANT_08,1600145
PLANT_08,1600159
PLANT_08,1600150
PLANT_08,1600188
PLANT_08,1600172
PLANT_08,1600072
PLANT_08,1600054
PLANT_08,1600013
PLANT_08,1600040
PLANT_08,1600083
PLANT_08,1600165
PLANT_08,1600082
PLANT_08,1600087
PLANT_08,1600058
PLANT_08,1600017
PLANT_08,1600075
PLANT_08,1600136
PLANT_08,1600061
PLANT_09,1600177
PLANT_09,1600113
PLANT_09,1600069
PLANT_09,1600001
PLANT_09,1600036
PLANT_09,1600052
PLANT_09,1600039
PLANT_09,1600119
PLANT_09,1600115
PLANT_09,1600120
PLANT_09,1600172
PLANT_09,1600046
PLANT_09,1600114
PLANT_09,1600000
PLANT_09,1600103
PLANT_09,1600106
PLANT_09,1600169
PLANT_09,1600082
PLANT_09,1600152
PLANT_09,1600140
PLANT_09,1600044
PLANT_09,1600037
PLANT_09,1600032
PLANT_09,1600179
PLANT_09,1600096
PLANT_09,1600038
PLANT_09,1600024
PLANT_09,1600048
PLANT_09,1600045
PLANT_09,1600133
PLANT_09,1600197
PLANT_09,1600074
PLANT_09,1600054
PLANT_09,1600003
PLANT_09,1600021
PLANT_09,1600053
PLANT_09,1600061
PLANT_09,1600134
PLANT_09,1600078
PLANT_09,1600090
PLANT_09,1600004
PLANT_09,1600079
PLANT_09,1600162
PLANT_09,1600005
PLANT_09,1600076
PLANT_09,1600089
PLANT_09,1600196
PLANT_09,1600068
PLANT_09,1600025
PLANT_09,1600167
PLANT_09,1600192
PLANT_09,1600015
PLANT_09,1600028
PLANT_09,1600180
PLANT_09,1600008
PLANT_09,1600016
PLANT_09,1600107
PLANT_09,1600163
PLANT_09,1600131
PLANT_09,1600145
PLANT_09,1600123
PLANT_09,1600034
PLANT_09,1600020
PLANT_09,1600165
PLANT_09,1600148
PLANT_09,1600108
PLANT_09,1600058
PLANT_09,1600151
PLANT_09,1600055
PLANT_10,1600063
PLANT_10,1600199
PLANT_10,1600170
PLANT_10,1600138
PLANT_10,1600130
PLANT_10,1600143
PLANT_10,1600085
PLANT_10,1600045
PLANT_10,1600187
PLANT_10,1600110
PLANT_10,1600029
PLANT_10,1600043
PLANT_10,1600032
PLANT_10,1600139
PLANT_10,1600040
PLANT_10,1600101
PLANT_10,1600109
PLANT_10,1600196
PLANT_10,1600144
PLANT_10,1600082
PLANT_10,1600072
PLANT_10,1600002
PLANT_10,1600182
PLANT_10,1600056
PLANT_10,1600134
PLANT_10,1600028
PLANT_10,1600195
PLANT_10,1600114
PLANT_10,1600190
PLANT_10,1600163
PLANT_10,1600025
PLANT_10,1600013
PLANT_10,1600178
PLANT_10,1600148
PLANT_10,1600176
PLANT_10,1600153
PLANT_10,1600102
PLANT_10,1600174
PLANT_10,1600145
PLANT_10,1600140
PLANT_10,1600136
PLANT_10,1600133
PLANT_10,1600100
PLANT_10,1600096
PLANT_10,1600057
PLANT_10,1600161
PLANT_10,1600107
PLANT_10,1600018
PLANT_10,1600008
PLANT_10,1600027
PLANT_10,1600126
PLANT_10,1600033
PLANT_10,1600083
PLANT_10,1600051
PLANT_10,1600021
PLANT_10,1600048
PLANT_10,1600003
PLANT_10,1600071
PLANT_10,1600099
PLANT_10,1600079
PLANT_11,1600161
PLANT_11,1600012
PLANT_11,1600158
PLANT_11,1600031
PLANT_11,1600055
PLANT_11,1600061
PLANT_11,1600197
PLANT_11,1600147
PLANT_11,1600193
PLANT_11,1600139
PLANT_11,1600180
PLANT_11,1600135
PLANT_11,1600005
PLANT_11,1600020
PLANT_11,1600075
PLANT_11,1600018
PLANT_11,1600164
PLANT_11,1600080
PLANT_11,1600097
PLANT_11,1600144
PLANT_11,1600025
PLANT_11,1600110
PLANT_11,1600116
PLANT_11,1600095
PLANT_11,1600138
PLANT_11,1600101
PLANT_11,1600074
PLANT_11,1600021
PLANT_11,1600029
PLANT_11,1600153
PLANT_11,1600145
PLANT_11,1600041
PLANT_11,1600002
PLANT_11,1600149
PLANT_11,1600098
PLANT_11,1600151
PLANT_11,1600131
PLANT_11,1600033
PLANT_11,1600001
PLANT_11,1600189
PLANT_11,1600015
PLANT_11,1600134
PLANT_11,1600088
PLANT_11,1600048
PLANT_11,1600132
PLANT_11,1600171
PLANT_11,1600103
PLANT_11,1600065
PLANT_11,1600060
PLANT_11,1600172
PLANT_11,1600141
PLANT_11,1600191
PLANT_11,1600045
PLANT_11,1600079
PLANT_11,1600070
PLANT_11,1600162
PLANT_11,1600063
PLANT_11,1600100
PLANT_11,1600046
PLANT_11,1600165
PLANT_11,1600086
PLANT_11,1600185
PLANT_11,1600014
PLANT_11,1600125
PLANT_11,1600044
PLANT_11,1600156
PLANT_11,1600114
PLANT_11,1600113
PLANT_11,1600027
PLANT_11,1600036
PLANT_11,1600168
PLANT_11,1600023
PLANT_11,1600148
PLANT_11,1600017
PLANT_11,1600186
PLANT_11,1600170
PLANT_11,1600038
PLANT_11,1600049
PLANT_11,1600040
PLANT_11,1600072
PLANT_11,1600089
PLANT_11,1600030
PLANT_11,1600108
PLANT_11,1600053
PLANT_11,1600102
PLANT_11,1600129
PLANT_11,1600154
PLANT_11,1600091
PLANT_11,1600006
PLANT_11,1600122
PLANT_11,1600190
PLANT_11,1600176
PLANT_11,1600121
PLANT_11,1600032
PLANT_11,1600199
PLANT_11,1600142
PLANT_11,1600179
PLANT_11,1600064
PLANT_11,1600163
PLANT_11,1600056
PLANT_11,1600007
PLANT_11,1600119
PLANT_11,1600057
PLANT_11,1600039
PLANT_11,1600174
PLANT_11,1600052
PLANT_11,1600195
PLANT_11,1600198
PLANT_11,1600182
PLANT_11,1600013
PLANT_11,1600059
PLANT_11,1600083
PLANT_11,1600073
PLANT_11,1600082
PLANT_11,1600167
PLANT_11,1600058
PLANT_11,1600096
PLANT_11,1600076
PLANT_11,1600024
PLANT_11,1600181
PLANT_12,1600184
PLANT_12,1600024
PLANT_12,1600131
PLANT_12,1600005
PLANT_12,1600082
PLANT_12,1600052
PLANT_12,1600095
PLANT_12,1600193
PLANT_12,1600070
PLANT_12,1600145
PLANT_12,1600084
PLANT_12,1600133
PLANT_12,1600090
PLANT_12,1600027
PLANT_12,1600074
PLANT_12,1600085
PLANT_12,1600081
PLANT_12,1600128
PLANT_12,1600166
PLANT_12,1600049
PLANT_12,1600020
PLANT_12,1600018
PLANT_12,1600086
PLANT_12,1600105
PLANT_12,1600188
PLANT_12,1600059
PLANT_12,1600142
PLANT_12,1600096
PLANT_12,1600112
PLANT_12,1600127
PLANT_12,1600164
PLANT_12,1600004
PLANT_12,1600079
PLANT_12,1600121
PLANT_12,1600190
PLANT_12,1600065
PLANT_12,1600199
PLANT_12,1600025
PLANT_12,1600194
PLANT_12,1600012
PLANT_12,1600029
PLANT_12,1600137
PLANT_12,1600058
PLANT_12,1600177
PLANT_12,1600118
PLANT_12,1600044
PLANT_12,1600116
PLANT_12,1600039
PLANT_12,1600182
PLANT_12,1600009
PLANT_12,1600030
PLANT_12,1600176
PLANT_12,1600150
PLANT_12,1600156
PLANT_12,1600153
PLANT_12,1600043
PLANT_12,1600042
PLANT_12,1600198
PLANT_12,1600160
PLANT_12,1600066
PLANT_12,1600143
PLANT_12,1600063
PLANT_12,1600062
PLANT_12,1600124
PLANT_12,1600069
PLANT_12,1600091
PLANT_12,1600196
PLANT_12,1600047
PLANT_12,1600117
PLANT_12,1600126
PLANT_12,1600048
PLANT_12,1600141
PLANT_12,1600122
PLANT_12,1600078
PLANT_12,1600169
PLANT_12,1600014
PLANT_12,1600006
PLANT_12,1600023
PLANT_12,1600138
PLANT_12,1600174
PLANT_12,1600067
PLANT_12,1600152
PLANT_12,1600148
PLANT_12,1600129
PLANT_12,1600072
PLANT_12,1600179
PLANT_12,1600195
PLANT_12,1600155
PLANT_12,1600123
PLANT_12,1600101
PLANT_12,1600113
PLANT_12,1600192
PLANT_12,1600191
PLANT_12,1600186
PLANT_12,1600000
PLANT_12,1600060
PLANT_12,1600092
PLANT_12,1600159
PLANT_12,1600077
PLANT_12,1600003
PLANT_12,1600104
PLANT_12,1600075
PLANT_12,1600017
PLANT_12,1600151
PLANT_12,1600180
PLANT_12,1600189
PLANT_12,1600088
PLANT_12,1600107
PLANT_12,1600051
PLANT_12,1600033
PLANT_13,1600011
PLANT_13,1600084
PLANT_13,1600175
PLANT_13,1600029
PLANT_13,1600194
PLANT_13,1600144
PLANT_13,1600079
PLANT_13,1600030
PLANT_13,1600091
PLANT_13,1600155
PLANT_13,1600005
PLANT_13,1600095
PLANT_13,1600133
PLANT_13,1600157
PLANT_13,1600184
PLANT_13,1600048
PLANT_13,1600199
PLANT_13,1600150
PLANT_13,1600153
PLANT_13,1600017
PLANT_13,1600114
PLANT_13,1600101
PLANT_13,1600164
PLANT_13,1600000
PLANT_13,1600137
PLANT_13,1600019
PLANT_13,1600043
PLANT_13,1600004
PLANT_13,1600068
PLANT_13,1600020
PLANT_13,1600032
PLANT_13,1600119
PLANT_13,1600060
PLANT_13,1600023
PLANT_13,1600130
PLANT_13,1600181
PLANT_13,1600127
PLANT_13,1600154
PLANT_13,1600198
PLANT_13,1600152
PLANT_13,1600189
PLANT_13,1600172
PLANT_13,1600106
PLANT_13,1600046
PLANT_13,1600064
PLANT_13,1600116
PLANT_13,1600024
PLANT_13,1600104
PLANT_13,1600065
PLANT_13,1600069
PLANT_13,1600056
PLANT_13,1600044
PLANT_13,1600096
PLANT_13,1600196
PLANT_13,1600081
PLANT_13,1600040
PLANT_13,1600122
PLANT_13,1600034
PLANT_13,1600160
PLANT_13,1600047
PLANT_14,1600086
PLANT_14,1600030
PLANT_14,1600094
PLANT_14,1600192
PLANT_14,1600133
PLANT_14,1600036
PLANT_14,1600109
PLANT_14,1600114
PLANT_14,1600127
PLANT_14,1600164
PLANT_14,1600061
PLANT_14,1600024
PLANT_14,1600179
PLANT_14,1600120
PLANT_14,1600075
PLANT_14,1600137
PLANT_14,1600048
PLANT_14,1600081
PLANT_14,1600118
PLANT_14,1600116
PLANT_14,1600033
PLANT_14,1600089
PLANT_14,1600015
PLANT_14,1600105
PLANT_14,1600167
PLANT_14,1600003
PLANT_14,1600172
PLANT_14,1600009
PLANT_14,1600021
PLANT_14,1600066
PLANT_14,1600126
PLANT_14,1600190
PLANT_14,1600038
PLANT_14,1600078
PLANT_14,1600091
PLANT_14,1600062
PLANT_14,1600032
PLANT_14,1600014
PLANT_14,1600165
PLANT_14,1600008
PLANT_14,1600011
PLANT_14,1600006
PLANT_14,1600041
PLANT_14,1600052
PLANT_14,1600035
PLANT_14,1600046
PLANT_14,1600071
PLANT_14,1600083
PLANT_14,1600069
PLANT_14,1600185
PLANT_14,1600182
PLANT_14,1600053
PLANT_14,1600199
PLANT_14,1600063
PLANT_14,1600039
PLANT_14,1600163
PLANT_14,1600154
PLANT_14,1600026
PLANT_14,1600088
PLANT_14,1600128
PLANT_14,1600191
PLANT_14,1600123
PLANT_15,1600114
PLANT_15,1600085
PLANT_15,1600177
PLANT_15,1600183
PLANT_15,1600120
PLANT_15,1600132
PLANT_15,1600002
PLANT_15,1600095
PLANT_15,1600167
PLANT_15,1600005
PLANT_15,1600108
PLANT_15,1600009
PLANT_15,1600018
PLANT_15,1600124
PLANT_15,1600106
PLANT_15,1600105
PLANT_15,1600022
PLANT_15,1600192
PLANT_15,1600051
PLANT_15,1600170
PLANT_15,1600080
PLANT_15,1600152
PLANT_15,1600180
PLANT_15,1600065
PLANT_15,1600038
PLANT_15,1600102
PLANT_15,1600076
PLANT_15,1600157
PLANT_15,1600055
PLANT_15,1600058
PLANT_15,1600184
PLANT_15,1600086
PLANT_15,1600010
PLANT_15,1600048
PLANT_15,1600096
PLANT_15,1600036
PLANT_15,1600143
PLANT_15,1600100
PLANT_15,1600013
PLANT_15,1600020
PLANT_15,1600072
PLANT_15,1600146
PLANT_15,1600151
PLANT_15,1600145
PLANT_15,1600141
PLANT_15,1600155
PLANT_15,1600179
PLANT_15,1600035
PLANT_15,1600090
PLANT_15,1600094
PLANT_15,1600081
