Carrier,orig_port_cd,dest_port_cd,minm_wgh_qty,max_wgh_qty,svc_cd,minimum cost,rate,mode_dsc,tpt_day_cnt,Carrier type
CARRIER_01,PORT02,PORT05,300.0,499.99,DTD,78.0515,3.3771,AIR,2,CTYPE_01
CARRIER_01,PORT02,PORT05,500.0,999.99,DTD,78.0515,3.2082,AIR,2,CTYPE_01
CARRIER_01,PORT02,PORT05,1000.0,4999.99,DTD,78.0515,3.0478,AIR,2,CTYPE_01
CARRIER_01,PORT02,PORT05,5000.0,99999.99,DTD,78.0515,2.8954,AIR,2,CTYPE_01
CARRIER_01,PORT02,PORT05,0.0,4.99,DTP,78.0515,4.0715,AIR,2,CTYPE_01
CARRIER_01,PORT02,PORT05,5.0,9.99,DTP,78.0515,3.868,AIR,2,CTYPE_01
CARRIER_01,PORT02,PORT05,10.0,24.99,DTP,78.0515,3.6746,AIR,2,CTYPE_01
CARRIER_01,PORT02,PORT05,25.0,49.99,DTP,78.0515,3.4908,AIR,2,CTYPE_01
CARRIER_01,PORT02,PORT05,50.0,99.99,DTP,78.0515,3.3163,AIR,2,CTYPE_01
CARRIER_01,PORT02,PORT05,100.0,299.99,DTP,78.0515,3.1505,AIR,2,CTYPE_01
CARRIER_01,PORT02,PORT05,300.0,499.99,DTP,78.0515,2.9929,AIR,2,CTYPE_01
CARRIER_01,PORT02,PORT05,500.0,999.99,DTP,78.0515,2.8433,AIR,2,CTYPE_01
CARRIER_01,PORT02,PORT05,1000.0,4999.99,DTP,78.0515,2.7011,AIR,2,CTYPE_01
CARRIER_01,PORT02,PORT05,5000.0,99999.99,DTP,78.0515,2.5661,AIR,2,CTYPE_01
CARRIER_02,PORT06,PORT02,0.0,4.99,DTD,76.4234,0.2155,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT02,5.0,9.99,DTD,76.4234,0.2048,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT02,10.0,24.99,DTD,76.4234,0.1945,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT02,25.0,49.99,DTD,76.4234,0.1848,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT02,50.0,99.99,DTD,76.4234,0.1755,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT02,100.0,299.99,DTD,76.4234,0.1668,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT02,300.0,499.99,DTD,76.4234,0.1584,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT02,500.0,999.99,DTD,76.4234,0.1505,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT02,1000.0,4999.99,DTD,76.4234,0.143,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT02,5000.0,99999.99,DTD,76.4234,0.1358,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT02,0.0,4.99,DTP,76.4234,0.2963,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT02,5.0,9.99,DTP,76.4234,0.2815,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT02,10.0,24.99,DTP,76.4234,0.2674,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT02,25.0,49.99,DTP,76.4234,0.254,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT02,50.0,99.99,DTP,76.4234,0.2413,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT02,100.0,299.99,DTP,76.4234,0.2293,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT02,300.0,499.99,DTP,76.4234,0.2178,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT02,500.0,999.99,DTP,76.4234,0.2069,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT02,1000.0,4999.99,DTP,76.4234,0.1966,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT02,5000.0,99999.99,DTP,76.4234,0.1867,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT02,0.0,4.99,CRF,76.4234,0.1483,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT02,5.0,9.99,CRF,76.4234,0.1409,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT02,10.0,24.99,CRF,76.4234,0.1339,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT02,25.0,49.99,CRF,76.4234,0.1272,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT02,50.0,99.99,CRF,76.4234,0.1208,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT02,100.0,299.99,CRF,76.4234,0.1148,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT02,300.0,499.99,CRF,76.4234,0.109,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT02,500.0,999.99,CRF,76.4234,0.1036,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT02,1000.0,4999.99,CRF,76.4234,0.0984,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT02,5000.0,99999.99,CRF,76.4234,0.0935,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT05,0.0,4.99,DTD,76.4234,0.046,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT05,5.0,9.99,DTD,76.4234,0.0437,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT05,10.0,24.99,DTD,76.4234,0.0415,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT05,25.0,49.99,DTD,76.4234,0.0394,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT05,50.0,99.99,DTD,76.4234,0.0375,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT05,100.0,299.99,DTD,76.4234,0.0356,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT05,300.0,499.99,DTD,76.4234,0.0338,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT05,500.0,999.99,DTD,76.4234,0.0321,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT05,1000.0,4999.99,DTD,76.4234,0.0305,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT05,5000.0,99999.99,DTD,76.4234,0.029,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT05,0.0,4.99,DTP,76.4234,0.1774,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT05,5.0,9.99,DTP,76.4234,0.1685,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT05,10.0,24.99,DTP,76.4234,0.1601,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT05,25.0,49.99,DTP,76.4234,0.1521,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT05,50.0,99.99,DTP,76.4234,0.1445,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT05,100.0,299.99,DTP,76.4234,0.1372,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT05,300.0,499.99,DTP,76.4234,0.1304,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT05,500.0,999.99,DTP,76.4234,0.1239,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT05,1000.0,4999.99,DTP,76.4234,0.1177,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT05,5000.0,99999.99,DTP,76.4234,0.1118,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT05,0.0,4.99,CRF,76.4234,0.0554,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT05,5.0,9.99,CRF,76.4234,0.0527,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT05,10.0,24.99,CRF,76.4234,0.05,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT05,25.0,49.99,CRF,76.4234,0.0475,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT05,50.0,99.99,CRF,76.4234,0.0452,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT05,100.0,299.99,CRF,76.4234,0.0429,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT05,300.0,499.99,CRF,76.4234,0.0408,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT05,500.0,999.99,CRF,76.4234,0.0387,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT05,1000.0,4999.99,CRF,76.4234,0.0368,SEA,18,CTYPE_02
CARRIER_02,PORT06,PORT05,5000.0,99999.99,CRF,76.4234,0.0349,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT02,0.0,4.99,DTD,76.4234,0.2304,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT02,5.0,9.99,DTD,76.4234,0.2189,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT02,10.0,24.99,DTD,76.4234,0.208,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT02,25.0,49.99,DTD,76.4234,0.1976,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT02,50.0,99.99,DTD,76.4234,0.1877,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT02,100.0,299.99,DTD,76.4234,0.1783,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT02,300.0,499.99,DTD,76.4234,0.1694,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT02,500.0,999.99,DTD,76.4234,0.1609,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT02,1000.0,4999.99,DTD,76.4234,0.1529,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT02,5000.0,99999.99,DTD,76.4234,0.1452,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT02,0.0,4.99,DTP,76.4234,0.1621,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT02,5.0,9.99,DTP,76.4234,0.154,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT02,10.0,24.99,DTP,76.4234,0.1463,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT02,25.0,49.99,DTP,76.4234,0.139,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT02,50.0,99.99,DTP,76.4234,0.1321,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT02,100.0,299.99,DTP,76.4234,0.1255,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT02,300.0,499.99,DTP,76.4234,0.1192,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT02,500.0,999.99,DTP,76.4234,0.1132,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT02,1000.0,4999.99,DTP,76.4234,0.1076,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT02,5000.0,99999.99,DTP,76.4234,0.1022,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT02,0.0,4.99,CRF,76.4234,0.2226,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT02,5.0,9.99,CRF,76.4234,0.2114,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT02,10.0,24.99,CRF,76.4234,0.2009,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT02,25.0,49.99,CRF,76.4234,0.1908,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT02,50.0,99.99,CRF,76.4234,0.1813,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT02,100.0,299.99,CRF,76.4234,0.1722,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT02,300.0,499.99,CRF,76.4234,0.1636,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT02,500.0,999.99,CRF,76.4234,0.1554,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT02,1000.0,4999.99,CRF,76.4234,0.1477,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT02,5000.0,99999.99,CRF,76.4234,0.1403,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT05,0.0,4.99,DTD,76.4234,0.2634,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT05,5.0,9.99,DTD,76.4234,0.2503,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT05,10.0,24.99,DTD,76.4234,0.2377,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT05,25.0,49.99,DTD,76.4234,0.2259,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT05,50.0,99.99,DTD,76.4234,0.2146,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT05,100.0,299.99,DTD,76.4234,0.2038,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT05,300.0,499.99,DTD,76.4234,0.1936,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT05,500.0,999.99,DTD,76.4234,0.184,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT05,1000.0,4999.99,DTD,76.4234,0.1748,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT05,5000.0,99999.99,DTD,76.4234,0.166,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT05,0.0,4.99,DTP,76.4234,0.1961,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT05,5.0,9.99,DTP,76.4234,0.1863,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT05,10.0,24.99,DTP,76.4234,0.177,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT05,25.0,49.99,DTP,76.4234,0.1681,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT05,50.0,99.99,DTP,76.4234,0.1597,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT05,100.0,299.99,DTP,76.4234,0.1517,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT05,300.0,499.99,DTP,76.4234,0.1442,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT05,500.0,999.99,DTP,76.4234,0.1369,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT05,1000.0,4999.99,DTP,76.4234,0.1301,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT05,5000.0,99999.99,DTP,76.4234,0.1236,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT05,0.0,4.99,CRF,76.4234,0.1915,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT05,5.0,9.99,CRF,76.4234,0.1819,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT05,10.0,24.99,CRF,76.4234,0.1728,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT05,25.0,49.99,CRF,76.4234,0.1642,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT05,50.0,99.99,CRF,76.4234,0.156,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT05,100.0,299.99,CRF,76.4234,0.1482,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT05,300.0,499.99,CRF,76.4234,0.1408,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT05,500.0,999.99,CRF,76.4234,0.1337,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT05,1000.0,4999.99,CRF,76.4234,0.127,SEA,18,CTYPE_02
CARRIER_02,PORT07,PORT05,5000.0,99999.99,CRF,76.4234,0.1207,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT02,0.0,4.99,DTD,76.4234,0.2313,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT02,5.0,9.99,DTD,76.4234,0.2197,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT02,10.0,24.99,DTD,76.4234,0.2087,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT02,25.0,49.99,DTD,76.4234,0.1983,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT02,50.0,99.99,DTD,76.4234,0.1884,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT02,100.0,299.99,DTD,76.4234,0.179,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT02,300.0,499.99,DTD,76.4234,0.17,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT02,500.0,999.99,DTD,76.4234,0.1615,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT02,1000.0,4999.99,DTD,76.4234,0.1534,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT02,5000.0,99999.99,DTD,76.4234,0.1458,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT02,0.0,4.99,DTP,76.4234,0.2559,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT02,5.0,9.99,DTP,76.4234,0.2431,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT02,10.0,24.99,DTP,76.4234,0.2309,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT02,25.0,49.99,DTP,76.4234,0.2194,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT02,50.0,99.99,DTP,76.4234,0.2084,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT02,100.0,299.99,DTP,76.4234,0.198,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT02,300.0,499.99,DTP,76.4234,0.1881,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT02,500.0,999.99,DTP,76.4234,0.1787,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT02,1000.0,4999.99,DTP,76.4234,0.1698,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT02,5000.0,99999.99,DTP,76.4234,0.1613,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT02,0.0,4.99,CRF,76.4234,0.2633,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT02,5.0,9.99,CRF,76.4234,0.2502,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT02,10.0,24.99,CRF,76.4234,0.2377,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT02,25.0,49.99,CRF,76.4234,0.2258,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT02,50.0,99.99,CRF,76.4234,0.2145,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT02,100.0,299.99,CRF,76.4234,0.2038,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT02,300.0,499.99,CRF,76.4234,0.1936,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT02,500.0,999.99,CRF,76.4234,0.1839,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT02,1000.0,4999.99,CRF,76.4234,0.1747,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT02,5000.0,99999.99,CRF,76.4234,0.166,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT05,0.0,4.99,DTD,76.4234,0.0302,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT05,5.0,9.99,DTD,76.4234,0.0287,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT05,10.0,24.99,DTD,76.4234,0.0273,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT05,25.0,49.99,DTD,76.4234,0.0259,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT05,50.0,99.99,DTD,76.4234,0.0246,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT05,100.0,299.99,DTD,76.4234,0.0234,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT05,300.0,499.99,DTD,76.4234,0.0222,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT05,500.0,999.99,DTD,76.4234,0.0211,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT05,1000.0,4999.99,DTD,76.4234,0.02,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT05,5000.0,99999.99,DTD,76.4234,0.019,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT05,0.0,4.99,DTP,76.4234,0.1757,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT05,5.0,9.99,DTP,76.4234,0.1669,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT05,10.0,24.99,DTP,76.4234,0.1586,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT05,25.0,49.99,DTP,76.4234,0.1507,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT05,50.0,99.99,DTP,76.4234,0.1431,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT05,100.0,299.99,DTP,76.4234,0.136,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT05,300.0,499.99,DTP,76.4234,0.1292,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT05,500.0,999.99,DTP,76.4234,0.1227,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT05,1000.0,4999.99,DTP,76.4234,0.1166,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT05,5000.0,99999.99,DTP,76.4234,0.1108,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT05,0.0,4.99,CRF,76.4234,0.0806,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT05,5.0,9.99,CRF,76.4234,0.0765,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT05,10.0,24.99,CRF,76.4234,0.0727,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT05,25.0,49.99,CRF,76.4234,0.0691,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT05,50.0,99.99,CRF,76.4234,0.0656,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT05,100.0,299.99,CRF,76.4234,0.0623,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT05,300.0,499.99,CRF,76.4234,0.0592,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT05,500.0,999.99,CRF,76.4234,0.0563,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT05,1000.0,4999.99,CRF,76.4234,0.0534,SEA,18,CTYPE_02
CARRIER_02,PORT01,PORT05,5000.0,99999.99,CRF,76.4234,0.0508,SEA,18,CTYPE_02
CARRIER_03,PORT08,PORT05,0.0,4.99,DTP,26.5086,0.3652,GROUND,3,CTYPE_03
CARRIER_03,PORT08,PORT05,5.0,9.99,DTP,26.5086,0.3469,GROUND,3,CTYPE_03
CARRIER_03,PORT08,PORT05,10.0,24.99,DTP,26.5086,0.3296,GROUND,3,CTYPE_03
CARRIER_03,PORT08,PORT05,25.0,49.99,DTP,26.5086,0.3131,GROUND,3,CTYPE_03
CARRIER_03,PORT08,PORT05,50.0,99.99,DTP,26.5086,0.2974,GROUND,3,CTYPE_03
CARRIER_03,PORT08,PORT05,100.0,299.99,DTP,26.5086,0.2826,GROUND,3,CTYPE_03
CARRIER_03,PORT08,PORT05,300.0,499.99,DTP,26.5086,0.2684,GROUND,3,CTYPE_03
CARRIER_03,PORT08,PORT05,500.0,999.99,DTP,26.5086,0.255,GROUND,3,CTYPE_03
CARRIER_03,PORT08,PORT05,1000.0,4999.99,DTP,26.5086,0.2423,GROUND,3,CTYPE_03
CARRIER_03,PORT08,PORT05,5000.0,99999.99,DTP,26.5086,0.2301,GROUND,3,CTYPE_03
CARRIER_03,PORT08,PORT05,0.0,4.99,CRF,26.5086,0.1911,GROUND,3,CTYPE_03
CARRIER_03,PORT08,PORT05,5.0,9.99,CRF,26.5086,0.1815,GROUND,3,CTYPE_03
CARRIER_03,PORT08,PORT05,10.0,24.99,CRF,26.5086,0.1724,GROUND,3,CTYPE_03
CARRIER_03,PORT08,PORT05,25.0,49.99,CRF,26.5086,0.1638,GROUND,3,CTYPE_03
